id,user_id,movie_id,episode_id,progress_seconds,updated_at
043cb004-6677-4821-a68f-91b566d799e6,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1137,2026-02-14 05:39:56.025+00
09df24b0-9de0-4605-826e-a92eb1adaa78,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,886,2026-02-14 17:34:23.351+00
0a1e32e0-0bcd-4a73-b5fb-1e3c94b0df93,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1987,2026-02-14 06:12:14.304+00
0b4079f8-98bc-4937-8a6d-fcdb9dfd57c9,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1646,2026-02-14 05:45:37.285+00
0bf9c446-5e8d-41be-89f2-1fd045193c1a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2543,2026-02-14 06:54:38.556+00
0de9631e-752f-47c7-a85e-bc46f10ca94a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2051,2026-02-14 05:43:37.114+00
0e2ca0bd-5503-4230-8a8c-05a9cbc16f2b,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1521,2026-02-14 07:25:04.684+00
0ee51ad2-837b-46d2-ac61-661dd9c6c729,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 05:55:48.28+00
10b243fb-0a67-4b0b-9a07-35faf8760920,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1646,2026-02-14 05:44:09.322+00
1697cffa-e68f-49fc-9700-d1876599cee3,9d85c904-b848-4a44-aad1-85620ad856ed,e9b9c3c0-110c-49a8-b2f9-016998eece72,,0,2026-02-14 03:59:21.073+00
1932f83e-da79-4243-9823-c02f5bd5f6c1,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:32:21.902+00
1a279171-05f2-4002-9509-f966dc371a91,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1521,2026-02-14 07:25:07.146+00
1bc49387-b2f0-42fc-805e-866541ff7f97,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1156,2026-02-14 05:40:16.069+00
1c2dbffe-d72c-40b7-b0c1-f436b5bc260e,1e6805fa-2bfa-4d99-b125-397ea9e7214a,46e82b8b-8f32-48ff-ab47-be8df534e6a5,a5dde16d-5a88-42ae-82f5-aabe23ec1c42,0,2026-02-14 04:24:55.758+00
1f0cf642-d3b4-434e-8a88-e9873e192c03,1e6805fa-2bfa-4d99-b125-397ea9e7214a,46e82b8b-8f32-48ff-ab47-be8df534e6a5,dad8d521-ada0-4a41-a69e-1215911c92d9,0,2026-02-14 05:52:20.66+00
2114c7cd-b706-48df-b997-bce90e0d8681,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1984,2026-02-14 06:05:49.067+00
2520bdc7-f7d2-436a-8489-7177f711cf42,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2259,2026-02-14 06:36:45.161+00
269c3d9e-0ae9-4c6d-8ece-0c3f0613686c,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2409,2026-02-14 05:43:57.393+00
297858f7-c2fe-4f5d-9917-8329618dedce,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:10:22.497+00
2aad82cb-e2b8-4bde-8be4-4789b7c8c139,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:20:40.888+00
2af721e0-e24d-47f4-bee8-89ba58f92389,1e6805fa-2bfa-4d99-b125-397ea9e7214a,e9b9c3c0-110c-49a8-b2f9-016998eece72,,0,2026-02-14 06:54:43.317+00
35a27622-f89a-4495-9258-c23329692eeb,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:34:03.937+00
36f6818d-21ed-40f2-9591-922996d7f39e,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2537,2026-02-14 07:24:41.028+00
38d80b49-dace-494e-bd75-835098e6f398,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1151,2026-02-14 05:40:11.053+00
3960a47d-c984-482f-b861-d13caddd5203,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2051,2026-02-14 05:43:46.425+00
3973888e-327f-4028-a62c-427df2871815,1e6805fa-2bfa-4d99-b125-397ea9e7214a,e9b9c3c0-110c-49a8-b2f9-016998eece72,,0,2026-02-14 06:54:45.044+00
398613c7-cf14-4a0f-b2ec-d137e0d4315a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2537,2026-02-14 07:17:28.971+00
3cf851d5-753e-448c-b776-29b9508bfc07,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1984,2026-02-14 06:06:00.084+00
4513f685-977d-40b9-834a-3a2e9e2fafaa,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2259,2026-02-14 06:36:33.673+00
467cfa1b-5308-49ee-8243-c332261ae73b,1e6805fa-2bfa-4d99-b125-397ea9e7214a,e9b9c3c0-110c-49a8-b2f9-016998eece72,,1592,2026-02-14 06:54:47.88+00
471410c6-bc68-43c9-ba9d-6ba34bbbe355,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2255,2026-02-14 06:29:20.649+00
48b3ae01-7bfe-48e8-b659-91069bb4e89a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:10:24.635+00
49b79462-dc6d-4975-b83a-63e8e7860dbe,1e6805fa-2bfa-4d99-b125-397ea9e7214a,46e82b8b-8f32-48ff-ab47-be8df534e6a5,988314ca-abdb-42b7-b0ae-a33479eeddf2,0,2026-02-14 05:52:06.417+00
4ae121b2-63d3-4302-8b63-88c7abe4ab19,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1523,2026-02-14 08:15:46.51+00
4b88cdea-bb2b-43f0-89ac-d52f23aa541f,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1141,2026-02-14 05:40:01.042+00
4d2c36d9-ec96-4015-b8a4-76efd822459d,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2543,2026-02-14 06:53:35.373+00
4d63d625-a5d3-48b8-8819-525ea5c63d60,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1984,2026-02-14 05:45:59.585+00
4d6601de-927d-4556-89ee-1e48fada6f2d,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:37:42.068+00
4f3c6a82-78c8-43ad-a1b6-e47d0139fe52,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2543,2026-02-14 07:07:17.908+00
52ac84a2-fde2-4421-b404-725bcde941cd,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:28:13.368+00
56113977-2054-4623-b2ac-717d19b61909,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2543,2026-02-14 06:53:24.41+00
5820a386-1396-4847-9583-69d78a16bbb1,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1871,2026-02-14 08:17:41.926+00
5c894c4f-23ae-497a-8293-c27f6587eefd,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2442,2026-02-14 07:09:56.654+00
5e1dc233-feb6-42d1-b673-537114167c12,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1873,2026-02-14 08:17:44.236+00
61b21595-2c52-44ac-bdaf-2ddb55b808bd,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1136,2026-02-14 03:10:30.294+00
63d3b3ee-b1d8-4e74-bfb6-e9762db1fe4e,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1161,2026-02-14 05:43:20.456+00
65f8a3b7-92cc-4f1c-827a-628a6feb52f0,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2221,2026-02-14 17:20:48.844+00
7217173a-e806-44a9-bf71-ac944c8cf0a8,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:03:33.19+00
7e4e9bad-7bfe-4cb6-adec-f8a15e4a94c8,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:08:56.182+00
7f00a5fa-c18c-4a39-b14f-18f6800b6894,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 08:17:36.857+00
7f1e5ebf-0dfa-4734-b3c0-c11317a2a6ac,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1523,2026-02-14 08:13:44.821+00
82e11369-2fa4-4821-b75f-e066b57eadbc,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:24:45.615+00
844f514c-ee17-44b2-aee6-25afac474e57,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1161,2026-02-14 05:40:20.427+00
84cbd518-adda-40d3-bb77-5467980206cd,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:09:21.143+00
84d59c9b-32b9-4418-bcd8-9f43fb8f12a0,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,146,2026-02-14 17:36:54.752+00
84eea103-5206-4544-919c-159e286cad5c,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,454,2026-02-14 17:32:15.535+00
865158e5-c6f5-40f1-9b1f-d34c2a8a61fb,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1355,2026-02-14 17:32:20.547+00
8bfba551-6d4f-4b9b-a04c-8c1b34da44ab,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1987,2026-02-14 06:12:04.778+00
8c770305-77d4-427b-b35d-a52762cb868c,9d85c904-b848-4a44-aad1-85620ad856ed,46e82b8b-8f32-48ff-ab47-be8df534e6a5,afc5965f-9864-4042-8626-31aecd0acdac,0,2026-02-14 03:57:32.348+00
8cbbbc27-2e89-4726-9cb6-605d089c2e49,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2442,2026-02-14 07:09:47.547+00
8e16ee02-3427-40b4-955a-6a3bb50caabd,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2259,2026-02-14 06:29:41.623+00
8f21813f-c9c3-408f-a706-161e4d5f3fa1,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2543,2026-02-14 06:36:50.375+00
9250b32e-d0fc-4e05-b6ed-2d502a58b38a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1987,2026-02-14 06:07:31.883+00
9700b94e-eda8-4fa8-bdbb-02a8fa0629d2,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1873,2026-02-14 08:19:57.078+00
99263b86-0372-4dad-a833-a4abe6ff2dd8,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:05:02.375+00
9b64f50e-1409-4918-8f9f-ff39d3adfa92,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2257,2026-02-14 06:29:39.924+00
9d1905c1-2585-4072-aaca-6496d5de3209,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:29:26.59+00
9f34986c-154f-4ef5-8807-558c33f4096b,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1521,2026-02-14 08:11:18.796+00
a344fd53-1cc3-463a-a4de-db450f30edf2,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2442,2026-02-14 07:07:25.549+00
a403f79d-6275-4316-aa1a-886fcb2f088a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2543,2026-02-14 06:57:08.465+00
a5af50ab-ceb8-4de4-9290-de52dc8d6cef,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2255,2026-02-14 06:29:34.905+00
a66f543d-e9b6-412e-b423-d8e17359224a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,3365,2026-02-14 05:44:03.153+00
a6f1ab03-2a9a-4041-9355-79f48b9bb116,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1921,2026-02-14 17:28:30.216+00
a9c799e8-942d-42c2-86c9-139f278e703b,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1987,2026-02-14 06:12:12.458+00
b0480c99-e673-41b8-acb4-24ecaaee7b55,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1987,2026-02-14 06:20:29.195+00
b27e45fd-236b-4f82-819c-05a2f454ff3b,1e6805fa-2bfa-4d99-b125-397ea9e7214a,46e82b8b-8f32-48ff-ab47-be8df534e6a5,3f3fceea-1273-48bc-b00d-3f157d3f49f4,0,2026-02-14 05:55:34.756+00
b39bee4c-f052-4a7e-b910-7e4943596ecb,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2537,2026-02-14 07:23:00.741+00
b4fcd0d4-eb51-493b-bc13-3309318e2cda,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1522,2026-02-14 08:13:43.18+00
b52c9c41-255c-44ba-ba27-dad01547dea5,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2537,2026-02-14 07:17:20.736+00
b597d1bd-7401-49eb-9426-e3942f5ab6c0,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1161,2026-02-14 05:41:15.101+00
c045e6c4-e687-488b-917b-4350e41cfecc,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:09:22.476+00
c195ae7f-16f4-4411-9e30-c4e7dc777585,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,19,2026-02-14 17:30:36.592+00
ca7ab511-6ae5-45b8-96f3-5189ebad4dca,9d85c904-b848-4a44-aad1-85620ad856ed,46e82b8b-8f32-48ff-ab47-be8df534e6a5,74bbaf4b-e38c-4788-bb80-808e301ffea0,6,2026-02-14 03:57:30.914+00
ce30d83f-7c3f-443e-ac27-9dd678c27071,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,19,2026-02-14 17:31:56.931+00
d188c423-b1ab-4157-9dcf-066bacb169fa,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2537,2026-02-14 07:24:51.546+00
d55dc978-c5d3-4339-abd9-298f5e240bfa,1e6805fa-2bfa-4d99-b125-397ea9e7214a,46e82b8b-8f32-48ff-ab47-be8df534e6a5,afc5965f-9864-4042-8626-31aecd0acdac,0,2026-02-14 17:29:56.021+00
d5d9f6ad-4ade-41a7-a299-960a77f9267f,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1521,2026-02-14 08:13:37.448+00
d62c8b70-332c-43a0-a5be-d950e7115ee9,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1137,2026-02-14 03:10:32.051+00
d67fef9e-a4e7-4b2c-88fb-f87b5bd53d74,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1873,2026-02-14 08:19:55.922+00
d8910a5c-3090-4bb6-8447-5a698552605c,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:31:59.27+00
d91054d9-b22b-4aba-a663-d76ce472da52,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 03:01:14.783+00
d9cafe8e-761f-40b2-8aec-fc15f6ae277d,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1873,2026-02-14 08:20:47.957+00
dc6ac68d-aa0a-4df4-9440-4b1f2745994a,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1146,2026-02-14 05:40:06.053+00
dccc2607-104b-4daf-89b5-afbc43a6eb7e,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,146,2026-02-14 17:36:53.207+00
dde45189-d7a5-45a6-a5c4-f79635480190,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1984,2026-02-14 06:07:18.858+00
e4e832e2-2ac0-4dd7-af83-7e7761c09d97,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1984,2026-02-14 06:07:27.185+00
e7635522-c1d8-4361-91bb-d95db0a63a25,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2255,2026-02-14 06:20:53.106+00
eaed81d7-b65a-42e7-af5e-619337d10bee,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,667,2026-02-14 17:37:36.714+00
ebf3d984-8940-48d2-addd-4f600a73e4d9,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2254,2026-02-14 06:20:52.103+00
f00a0314-0df6-45f8-b6ac-f89ff812b2e6,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,0,2026-02-14 17:34:05.688+00
f2825b0d-9968-468d-9ca3-3c50e1f43c1b,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1521,2026-02-14 08:13:11.758+00
f2cc71ef-4cf5-445b-8781-ce02746332b0,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1646,2026-02-14 05:45:29.676+00
f749bdc4-f4ca-43af-88bf-78393ba414f8,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,2537,2026-02-14 07:23:11.246+00
fe1d4b04-603a-4c80-9480-fddf9721a41e,1e6805fa-2bfa-4d99-b125-397ea9e7214a,b5644e67-de83-4c5c-952a-44dc76643de2,,1987,2026-02-14 06:20:44.516+00